gene_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMMUG00000009341,321.87061351412467,12.484568044740167,2.2741306979934928,5.489819936802898,4.0234370129159694e-08,1.731185283539073e-06,ACTA2
ENSMMUG00000021538,325.27968088034555,11.434107693745219,2.0242806402389864,5.648479497583551,1.6187315255781172e-08,7.707462796915096e-07,FLT1
ENSMMUG00000060434,244.15110873350366,11.427684279175853,1.7148877469014403,6.663808928499293,2.6682031507726114e-11,2.1391235516450507e-09,CLDN5
ENSMMUG00000017659,337.1519800477257,11.157354999157802,1.5480723899725477,7.207256631814005,5.709034783237825e-13,6.226830961252418e-11,FBLN2
ENSMMUG00000038085,432.4151506562658,10.978479045399645,1.9018089665016369,5.772650796570002,7.803405443196103e-09,3.9999492488203716e-07,EMCN
ENSMMUG00000018260,271.65846376243803,10.9405895231143,1.5080929219022179,7.254585817772088,4.0289276640935594e-13,4.665597714715751e-11,PODXL
ENSMMUG00000015133,177.23372106848487,10.898659785486226,1.7488161788792635,6.232021362285589,4.604546665438324e-10,2.999350536236908e-08,CD34
ENSMMUG00000021977,141.45677210861967,10.772528036367797,1.5967674606738873,6.746460146314256,1.5149565381184383e-11,1.2802065159955813e-09,PI16
ENSMMUG00000014171,152.33778541967482,10.699687605581511,1.9906944820141932,5.374851692337803,7.6645742599573e-08,3.153232743789451e-06,C7
ENSMMUG00000051249,169.12834735160828,10.656981739592974,1.8858105768929259,5.651141143322829,1.5938614618487263e-08,7.627765567418904e-07,CLEC14A
ENSMMUG00000022679,111.70402433433657,10.428440653137974,2.0274584484927782,5.143602652320951,2.6951927539719774e-07,9.836929195430797e-06,GJA4
ENSMMUG00000043124,212.07510029971723,10.271004102019011,1.6026960980221028,6.4085787160114265,1.4688243930541424e-10,1.0680288997556477e-08,FAM167B
ENSMMUG00000003061,114.48244292053738,10.241206699066277,1.5905912620640112,6.438616219843243,1.2056762411085288e-10,8.975589794919048e-09,CCDC80
ENSMMUG00000008723,100.40130745252804,10.198777330990188,2.042446220158063,4.993412913560542,5.932154104746236e-07,1.9801994840754337e-05,JAM2
ENSMMUG00000022403,188.88101431991757,10.195378143853048,2.0601825953100024,4.948774039283113,7.468238637400189e-07,2.399043781466225e-05,LRRC32
ENSMMUG00000063008,272.4165902589599,10.182408214646761,1.4752154775664534,6.902319267585151,5.1160291234556694e-12,4.798835317801418e-10,APOD
ENSMMUG00000004771,101.1064333756869,10.159545562445778,1.6006728861395128,6.34704670168336,2.194875180063649e-10,1.5479646006764683e-08,CXCL14
ENSMMUG00000017666,143.47938042310048,9.982407366010234,1.8367078576322304,5.434945641752158,5.481313983876333e-08,2.3055930568950676e-06,RNASE1
ENSMMUG00000019047,969.330036076071,9.939601068866844,1.2608819689592838,7.883054333048213,3.1947406898965237e-15,5.257310117759542e-13,SPARCL1
ENSMMUG00000051139,665.5029086406747,9.840605394246909,1.5258615736485328,6.449212408381675,1.1243289386492184e-10,8.505004390749732e-09,CLEC3B
ENSMMUG00000022893,328.41068438566,9.79628863388517,1.6784873628323422,5.836379141606731,5.3347426506305426e-09,2.843175344483778e-07,VWF
ENSMMUG00000026981,388.78548863684546,9.765719660417998,0.7566945203459229,12.905762362272164,4.1766139816066637e-38,3.264719928955875e-35,EGFL7
ENSMMUG00000021286,173.6510258378052,9.736980171742479,2.3317510256139538,4.175823261052804,2.969102840352668e-05,0.0006120919701650115,COL3A1
ENSMMUG00000002248,239.69526544234475,9.686572033415027,1.062037016214921,9.12074803940241,7.460756555772137e-20,1.9439415692539622e-17,ENG
ENSMMUG00000041616,350.44038229443566,9.645079848255815,1.3997102738570648,6.890768774367622,5.549167392999358e-12,5.103057857483723e-10,GNG11
ENSMMUG00000051123,1175.4893076930257,9.609379936298064,1.3485422265482174,7.125753830411834,1.0351257793836477e-12,1.0553782402846321e-10,IGFBP6
ENSMMUG00000008538,67.54729514766052,9.559661885604532,1.9715835278087015,4.848722740258198,1.2425895302474347e-06,3.784249933026279e-05,MFAP4
ENSMMUG00000002595,81.8577025446417,9.507137197712039,1.3108279916052867,7.252772490820294,4.083256467957639e-13,4.67084703285886e-11,COL14A1
ENSMMUG00000002150,166.23335243990337,9.367087912859338,1.354625244266916,6.91489247856778,4.682183647967136e-12,4.436250769488054e-10,RAMP2
ENSMMUG00000008447,46.53681315194795,9.304301650304893,1.1652549887793855,7.9847773576590555,1.407761557333478e-15,2.4914723410920797e-13,FBLN5
ENSMMUG00000039654,228.6482323134994,9.258758642868644,1.8122589565899414,5.108960068427802,3.239367998064396e-07,1.1466140310129824e-05,COL1A2
ENSMMUG00000002413,73.60923740578703,9.224260416577117,2.057117750886306,4.484070205802686,7.323255024551494e-06,0.00018076876876392897,PLVAP
ENSMMUG00000001803,45.99158819405106,9.21106519708426,1.9236995358097768,4.788203680262824,1.682808088452637e-06,4.979413208102755e-05,GJA5
ENSMMUG00000023326,81.9098210936439,9.117669706296214,1.1011772191488678,8.279929467977487,1.2324825812269078e-16,2.6274287754337262e-14,EPAS1
ENSMMUG00000012669,230.21256152069788,9.11044120106041,2.205974801899562,4.129893593170429,3.629311712969651e-05,0.0007321063197345232,KDR
