gene_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMMUG00000058486,409.21771573956323,12.361764738034372,1.8280420301260738,6.762297876259346,1.3582009027577248e-11,1.4288273497011265e-09,C1QB
ENSMMUG00000020756,243.84897981673373,11.690169870731062,2.5292372403856644,4.622013974833185,3.8003240582585272e-06,0.00010799937460882719,C1QC
ENSMMUG00000049735,204.00638538909783,11.419454466561653,1.6664458085525982,6.852580748773398,7.252942046404865e-12,8.130429133330568e-10,AIF1
ENSMMUG00000042343,125.76787933791627,10.98194668397077,1.5120787286812543,7.262814082140138,3.791188699113923e-13,5.7609218498980015e-11,CCL3
ENSMMUG00000062832,100.91059704741187,10.870436276873006,1.3118484841146278,8.286350450150888,1.1677636615485732e-16,2.957469599136719e-14,CCL3
ENSMMUG00000011556,106.51237834756046,10.7739380069605,1.5578260401995359,6.916008417461367,4.645468080344928e-12,5.294285122233103e-10,CSF1R
ENSMMUG00000005572,84.67263385370882,10.420634361664504,0.8691352998258294,11.989657264815675,4.0256736380289253e-33,1.3763778168420897e-29,ALOX5AP
ENSMMUG00000050184,73.55691406929901,10.292677461992696,1.5655830169107672,6.574341539743045,4.8868942017598434e-11,4.556411813965546e-09,RETN
ENSMMUG00000008004,473.0573936750549,10.240750858623427,1.4602444108593737,7.013038901204632,2.3319657694598397e-12,2.952959616956738e-10,TYROBP
ENSMMUG00000009784,72.84609018396927,10.238028159630092,2.724225268815853,3.758143012923556,0.00017117903992409377,0.002828896691438819,CCL8
ENSMMUG00000040935,118.83856779690835,10.199023233798403,2.222004209510318,4.590010761521486,4.432231576755945e-06,0.00012320162407259005,MS4A7
ENSMMUG00000055305,87.81778163220797,10.144070342668385,2.0528085741009496,4.941556884869839,7.750119702610535e-07,2.623530620121329e-05,APOC2
ENSMMUG00000011620,65.4150538379192,10.00544056002692,1.1861301687704222,8.43536470402642,3.30171579296408e-17,9.030853036915352e-15,MRC1
ENSMMUG00000061716,77.49764368587758,9.960925828842578,1.655268895383075,6.017708576912119,1.769032987563844e-09,1.1305278101833237e-07,IL1B
ENSMMUG00000013876,75.47601448672778,9.957138828391031,1.266189547714607,7.863861178101687,3.724703161955179e-15,7.491035359249858e-13,IGSF6
ENSMMUG00000045775,55.044269779771746,9.893207574991324,1.4881547050624333,6.6479698255405975,2.971632049106896e-11,2.8619746410975994e-09,MPEG1
ENSMMUG00000047114,95.99738128810155,9.851075874046058,2.2368051659123522,4.40408312005484,1.0623220941692259e-05,0.0002670646499973958,CCL18
ENSMMUG00000016206,63.39086969700948,9.810623888749006,1.8636236079012636,5.264273240129925,1.4074499522176116e-07,5.4458053212694324e-06,FCGR3B
ENSMMUG00000013428,37.40608120707565,9.584471284076496,1.8358920584410066,5.2206071920238,1.783374470266806e-07,6.7748414598246785e-06,FCER1A
ENSMMUG00000022583,41.649139981041316,9.583559225801572,2.4877795209367872,3.8522542472706056,0.00011703541173161138,0.002100493820001991,GPR34
ENSMMUG00000012338,60.924316867962844,9.578172084154431,1.573382990479825,6.087629103727272,1.1459496165878888e-09,7.758419285374241e-08,GPR183
ENSMMUG00000003775,39.498130856415216,9.464736618120744,1.9772555308626718,4.786804978105841,1.694573534294914e-06,5.389532012794708e-05,FCGR2C
ENSMMUG00000020426,38.11786462434474,9.45019154045144,2.5678713970495406,3.68016542857622,0.00023308269380071386,0.003605926380563985,SERPINA1
ENSMMUG00000010453,40.54371950314379,9.416728793431487,2.0008766645481675,4.706301472888609,2.522514018254866e-06,7.734955541177927e-05,FOLR2
ENSMMUG00000013202,53.21693488110508,9.384374604526574,1.6023074640947095,5.856787673287578,4.719058225529374e-09,2.6726260607789204e-07,CD4
ENSMMUG00000051543,99.6114260603664,9.282661005318568,0.8298324668494936,11.186186822215719,4.764873090198024e-29,4.654600312967727e-26,IFI30
