gene_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMMUG00000054213,1744.4640990393416,10.835473908564266,1.8064925205707962,5.998072942555327,1.9967283278723506e-09,9.309660644049209e-08,PTH
ENSMMUG00000039515,227.2918659659323,10.116717360251169,1.1073745483705004,9.13576835871648,6.494393787792813e-20,1.7396061477458357e-17,KIF13B
ENSMMUG00000009971,6918.81414131604,9.955470819201757,1.5710120617842533,6.336979238653955,2.3431355062491343e-10,1.39779799785456e-08,CHGA
ENSMMUG00000008212,124.02888400155283,9.909659682224921,1.1415609196031908,8.680797942583338,3.9300179094271435e-18,8.388746040731908e-16,TNMD
ENSMMUG00000008778,516.7032433283283,9.802467210461828,0.839548746044786,11.675876185441782,1.6931215044299915e-31,2.3129732872018115e-28,PVALB
ENSMMUG00000016469,79.62386314378992,9.228974306672855,1.8724125985433517,4.9289212825488145,8.268487837129043e-07,1.8639572993897666e-05,PCSK1N
ENSMMUG00000007719,73.54006315701498,8.994225835904246,1.353261621162699,6.646331866100334,3.004873364361674e-11,2.171935186801314e-09,GCM2
ENSMMUG00000006851,97.23956465968392,8.730596927541596,0.8448422257111685,10.333996883491924,4.945592222373399e-25,2.111304229682594e-22,SPOCK3
ENSMMUG00000006944,79.32417536895844,8.727673239394495,1.5002906954006798,5.817321447203678,5.979808139573089e-09,2.513543353683322e-07,GATA3
ENSMMUG00000016505,161.9459767677704,8.694728363952285,0.8823105433809898,9.85449899604999,6.554275008211049e-23,2.1318559735040748e-20,ODAD3
ENSMMUG00000005451,57.387498478680016,8.65308415525186,1.3637271342216737,6.345172680156778,2.221760969957786e-10,1.3312051144997069e-08,NEFH
ENSMMUG00000006715,101.21672862922506,8.587153064527987,0.9040680802559408,9.498347803737271,2.1324671744300053e-21,6.473696459975178e-19,MYBPC2
ENSMMUG00000007886,80.9883988912335,8.584128165488629,0.9266634143040825,9.263480173041305,1.9787519669581318e-20,5.516679718492865e-18,CASR
ENSMMUG00000057592,61.04552954806824,8.280408168001983,0.9232895195674123,8.968376649484327,3.009164919935603e-19,7.340750352007191e-17,PKIA
ENSMMUG00000017048,43.8178216478303,8.15874037428679,1.3692106857824025,5.958718011044936,2.542243347397677e-09,1.1576528789599888e-07,KL
ENSMMUG00000015178,67.94114639798343,8.110018391877736,0.900899596586526,9.002133448173675,2.2137325389330917e-19,5.4985091298845395e-17,CDH2
ENSMMUG00000003589,77.89610046062337,7.435755461575187,0.7324844215684879,10.151417890434873,3.2658362459647286e-24,1.17406813042432e-21,ANK3
ENSMMUG00000007713,32.1415795339255,7.294063041587864,1.169667617382228,6.236013490663549,4.4886240801831847e-10,2.5234194880404317e-08,GLB1L3
ENSMMUG00000010515,57.59764598945074,7.288062019136642,0.9656161846789252,7.547576495478872,4.4343210142370044e-14,5.133666048770484e-12,KANSL1L
ENSMMUG00000013749,9.384924663000705,7.223713063561459,2.0379000599686683,3.544684651352589,0.0003930830657237329,0.003331208288369674,FERMT1
ENSMMUG00000007078,32.67642109168813,7.2141556716411355,1.0706815503255613,6.737909763596405,1.6068129991535673e-11,1.2543241360821075e-09,ASAH2
ENSMMUG00000017806,534.856374148406,6.944210743309727,1.5483204722592945,4.484995753609588,7.291538672948454e-06,0.0001223036423146342,CD109
ENSMMUG00000029776,51.8706699793771,6.911344602147461,0.8958923302351117,7.71448127068316,1.214752712090664e-14,1.4950213333216724e-12,SLC26A2
ENSMMUG00000013070,16.522563517284517,6.874030803171449,1.2340405410607576,5.570344388574676,2.5423629732883254e-08,8.860005249513217e-07,SYNGR4
ENSMMUG00000000854,161.2350452322391,6.8145339888627525,0.746216467579741,9.132114185264276,6.717441279029594e-20,1.7647493329389093e-17,RPA3
ENSMMUG00000006628,54.155987213478866,6.697105693350065,0.574588564796058,11.655480292628354,2.1516378902882437e-31,2.672138656293427e-28,RPP30
ENSMMUG00000016385,18.552026341158758,6.612649513921853,1.3033518049132182,5.073572222783047,3.9041619650529686e-07,9.644621447484375e-06,PSD3
ENSMMUG00000010408,13.515499355676228,6.565155326022705,1.4028746080155128,4.679787693434472,2.8717213380244124e-06,5.441135256414909e-05,FYB2
ENSMMUG00000063611,15.503171861201675,6.551849058152753,1.3295430591878181,4.927895349365443,8.312011452657215e-07,1.8706818526317994e-05,LAIR2
ENSMMUG00000012579,13.494464794193073,6.53858942055671,1.3011446613386315,5.025259384940134,5.027525530559607e-07,1.2007172425345244e-05,LSAMP
ENSMMUG00000062110,66.09639442768672,6.484491675571409,0.8616024089335579,7.526083502479457,5.228491023645421e-14,5.952201322835008e-12,TPD52L1
ENSMMUG00000009413,280.9235040944297,6.262783777307779,0.4088858342431518,15.31670518471299,5.914030575601933e-53,1.61583143386596e-49,FAXDC2
ENSMMUG00000000113,16.338349263257122,6.2283210501283035,1.4350545237331795,4.340128508794095,1.4239941445095562e-05,0.00021906738747911093,PPP1R1A
ENSMMUG00000004600,59.03287181246852,6.217006759269923,1.0769515365840883,5.772782291568326,7.79731598023041e-09,3.189195616943941e-07,RCAN1
ENSMMUG00000005393,84.45684754304499,6.147207075160308,0.5737880788312247,10.713375376640514,8.809024237941223e-27,4.62846461978904e-24,ACSL3
ENSMMUG00000014807,228.43183084449592,6.135935915694547,0.3941175388034711,15.568796898313794,1.1861735361324725e-54,4.051079169276427e-51,GNG12
ENSMMUG00000020818,10.058579244300061,6.090738373936036,1.3708711679817607,4.442969198121667,8.87258717592053e-06,0.00014438466937192774,GAS2
ENSMMUG00000014167,9.900388813417909,6.054681078589799,1.2611518966178592,4.800913430671725,1.579435402248201e-06,3.264246146764398e-05,ESRRG
ENSMMUG00000004634,203.29167179404942,6.0170370382457365,1.8003749518482746,3.3421021726994224,0.0008314644876617099,0.0061597811095155195,OGN
ENSMMUG00000019635,18.533250677089214,5.8159805100823485,0.8676028811294407,6.703505297851405,2.0347831478260587e-11,1.5529146694107143e-09,ARFGEF2
ENSMMUG00000022909,8.114020466856948,5.8131824516186,0.9793207148735313,5.935933309007264,2.9217855964384535e-09,1.3086725584572365e-07,MGAT4A
ENSMMUG00000021176,9.667975191136193,5.803613593124506,1.1781153339397814,4.926184581365575,8.385079277627783e-07,1.8840225001919927e-05,SLC16A11
ENSMMUG00000004457,5.363204763362955,5.686309540160978,1.3195409949714474,4.309308738288968,1.6376561651821846e-05,0.00024693179771030714,SLC25A10
ENSMMUG00000060440,8.291820102133585,5.640546154357303,1.0481976713503844,5.381185542122637,7.399687563333732e-08,2.2463807067267135e-06,LGI2
