,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LYZ,447.73476836791343,13.414635029288005,2.4053583888244443,5.576979751380855,2.447303430832186e-08,3.4601105429765833e-06
C1QC,274.69130643097475,12.186386018594154,3.070445163312087,3.9689313341941306,7.21956801634597e-05,0.0019396010455200983
LST1,303.3942923277845,12.12973514768761,2.3107920597447005,5.249167745983912,1.5278790102651747e-07,1.4780219057196794e-05
C1QB,263.34378835201903,11.891742473952865,1.9384313534374777,6.134724581742287,8.530685422542279e-10,2.090586640884361e-07
C1QA,178.41248571292104,11.700558710207925,3.111556592300512,3.760355424407429,0.000169672113116213,0.0035363114599800956
MS4A6A,127.69228271802369,11.581020913901995,2.4506310261768864,4.725730144683999,2.2928997971088667e-06,0.0001478719237574069
OLR1,143.76791763009436,11.505056251217068,2.660312575056037,4.324700923903547,1.5273893741001926e-05,0.0006037293913110009
MS4A7,120.95158938109826,11.251408523965473,2.06427633004326,5.450534097694994,5.0218772834073344e-08,6.365662377174263e-06
S100A9,104.80878197709492,11.213155260403486,2.48982863146509,4.503585153892831,6.681657696234742e-06,0.0003364626533062865
S100A8,97.14622657430536,11.17838265637414,2.403003294393786,4.651838256923468,3.2898908152531467e-06,0.00019825637109623881
FCGR2A,66.16514112478626,10.625677857207886,2.5278565642901087,4.203433852739927,2.6289600282368845e-05,0.0009063758319083775
C5AR1,64.50323427017567,10.566326531677026,1.639359921643526,6.445397616579431,1.1529773875931919e-10,4.238344876792573e-08
RNASE6,46.780779958283524,10.08265324397365,2.5293794158939633,3.9862162159685797,6.713533809001471e-05,0.0018417127076036874
SPI1,44.180322984648036,10.049164545746711,3.018299633959091,3.329412505200905,0.0008702940332474104,0.01077873174318778
FCN1,66.0025895221447,10.018305773949303,2.018753024338792,4.96262081253383,6.954827871749325e-07,5.0929071923453304e-05
MNDA,64.2291396114193,9.82385679187793,2.9555282285613487,3.323892053184635,0.0008877054958495583,0.010882742755459075
MS4A4A,34.4254492088193,9.620187205155398,2.426344368173731,3.964889457301707,7.342996790328177e-05,0.0019560040725540855
TREM2,62.52892476109946,9.49949878950403,2.2750718290438354,4.175472030479349,2.973687909557117e-05,0.0010121552551418482
CSF2RA,27.01490430518526,9.371940190572891,2.4599174096224625,3.8098596944404144,0.0001390456777642644,0.0030638979298017914
FCER1A,76.98508242795924,9.318617871028303,3.416008762992743,2.7279256341439604,0.006373397453929554,0.03707058392507127
IGSF6,26.014705939422022,9.158743431409448,2.409450242166709,3.801175584009325,0.00014401120263826637,0.003132456691705723
IL1RN,27.696128670443535,9.13673156870785,2.566626662094779,3.5598210303211033,0.0003711076192088825,0.006315701889869685
VSIG4,40.69563205142599,8.93226951033111,2.9380488434923278,3.0402045664134434,0.0023641750946457522,0.019932815706233453
GPR34,30.32420486275127,8.848666662707728,2.624042259503097,3.3721509745743803,0.0007458355192544465,0.009756908785691621
CCL20,224.79368670332389,8.808036263727535,2.7773310291473954,3.1714031101404174,0.001517044655347585,0.01549071153627145
FPR1,19.263441249655664,8.782840931307879,2.498266682230709,3.515573815148372,0.0004388047589963907,0.007130002465936028
