,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PALMD,11.643029292507173,6.434068588469689,0.8586642304941996,7.493113559378846,6.725865893143324e-14,5.826841818759832e-11
PIK3R3,6.792485171761703,6.344303793562772,1.2240835239458177,5.1829010598165635,2.1846094092483664e-07,2.5422984423745542e-05
HECW2,5.947158475276406,6.309624496182009,1.4115524152789074,4.469989515008761,7.82234318138785e-06,0.0005864500940892411
IPO11,4.648783024368451,6.297268162757694,0.9014823715994692,6.985459018554813,2.839261346232333e-12,1.4758480477715668e-09
TMSB15A,4.743023589862953,6.240418304957989,1.704448886238008,3.661252828022078,0.0002509849270697407,0.00901810818600354
GIMAP6,6.292280497421316,6.235490483492827,1.5982835863537659,3.901366776667039,9.56510976149067e-05,0.00428599886674898
PTPRM,5.333040810105365,6.058897817808826,0.7863922657177402,7.704676256294141,1.3117541300282633e-14,1.704624491971728e-11
ASS1,6.790704477686875,6.04014346055252,1.1101178897795725,5.440992813611773,5.29844518209521e-08,8.431015731591093e-06
S1PR1,10.605189692145407,6.030853146318004,0.99504615016991,6.060877824901087,1.3538063961496368e-09,3.1045966090525643e-07
KCNN3,3.7284154998904904,5.990814010327062,1.8170033553277947,3.297084726211909,0.000976940257247052,0.024181597415096075
PLXNA2,3.71905039298255,5.839623391350736,1.9200276853475493,3.0414266606232245,0.0023545991844099944,0.047316520208362696
HEY1,15.301783915041593,5.80876901017201,1.448292239358018,4.010771343183372,6.052070150764442e-05,0.0029128389484882936
EFNA1,29.28653651029082,5.739430946867437,1.354141981454733,4.2384262695272605,2.250920805927297e-05,0.0012980106846418584
C19orf33,4.80001298209444,5.713652785969542,1.5610756875612615,3.6600741600783655,0.00025214226325851336,0.009018134067094627
MCF2L,3.2654912290115172,5.713194691228588,1.3020150254260958,4.387963717514622,1.144168567906445e-05,0.0007825510810496975
EHD4,28.448745892027354,5.694426394855705,1.006112150217465,5.65983264750842,1.5152067983724038e-08,2.8814798553438125e-06
PRX,3.5180642340287998,5.667768926383018,1.2433839378443108,4.558341759030108,5.155908977808188e-06,0.00041021043163235143
WWTR1,21.576160297883796,5.653631870456369,0.8809152272986639,6.417906848759208,1.3816074656450716e-10,4.143228234474855e-08
LIFR,27.884711252247076,5.639354165607774,1.6466799036587125,3.424681477607062,0.0006155206012943029,0.017351076360123122
TGM2,7.774497857258076,5.523540846335313,1.1130807895742947,4.962389880475638,6.963104560355931e-07,7.050821591830545e-05
PPFIBP1,11.997266099658294,5.482189413000331,0.8223643845195281,6.666375047605371,2.6219871690941663e-11,8.518180815594673e-09
TGFBR2,53.27650022352071,5.468617986796732,1.4043819011523369,3.893967860387242,9.861772152425122e-05,0.00431978862204824
ADAM15,12.837228663706039,5.450523065478843,0.749435739780349,7.2728357831938055,3.52018162424408e-13,2.4951687385664627e-10
CASKIN2,2.357832193304139,5.446130607520748,0.8734072882407897,6.235499383672768,4.5033912570819435e-10,1.1704313877155971e-07
SCARF1,1.919160465714866,5.443286984568474,1.2955828336837374,4.2014195025196095,2.652465626358103e-05,0.0014986430788923282
PCDH12,2.2681257950142126,5.441357767538878,1.6992503067549276,3.2022108490480625,0.00136377136816599,0.031366741467817774
CNKSR3,3.7245186368094627,5.424361532485808,1.7815184827664485,3.0447966636094255,0.002328376701432991,0.04691047323274686
EDN1,9.588799729173875,5.392257377034924,1.7430124204530935,3.0936425430825185,0.0019771554786954704,0.041596583654083405
JAG2,2.6074286771090627,5.361063368786347,1.5829823239618492,3.3866855539920433,0.0007074241940820787,0.01882520969712617
ELK3,17.174394769377034,5.346615006836338,1.1902055068030704,4.492178011507874,7.049845736529288e-06,0.0005436187873150726
DOCK9,4.45454919007861,5.331239416440883,0.7914050694817145,6.736423131497342,1.6233310886306083e-11,5.503092390457762e-09
INHBB,2.011916362590752,5.256725638592397,1.0195224627803072,5.156066521827237,2.521913346152994e-07,2.8090511942792704e-05
TSPAN12,6.742368676161154,5.236056054830854,0.9732864588901862,5.379768727905035,7.458158830337572e-08,1.1402208705910205e-05
MPZL2,4.670640673142242,5.186323627822917,1.3707840086032985,3.783472520304128,0.00015465540661554683,0.006121056880108724
TAP2,3.0239162766689986,5.106364380608952,1.0612914347083462,4.811462915473574,1.498295380290473e-06,0.00013743775388382138
SMAGP,3.998987803684075,5.036007573729822,0.8061998789609262,6.246599267938988,4.1948545777388306e-10,1.1278372807803331e-07
SEC14L1,30.908875385870353,5.023646460170459,0.7761514009086727,6.472508397574323,9.638916218105056e-11,3.006185190102605e-08
MKL2,4.332275382385972,4.959999894568048,0.8678947429818806,5.714978613105391,1.0971782235251513e-08,2.138674652206401e-06
ICAM2,39.98404237173026,4.951760305229475,1.414191103914513,3.501478895973034,0.0004626836140070265,0.014028483607955165
SLC44A2,5.926286834213916,4.916720854955732,0.7863242748591739,6.252790371804671,4.03183161126818e-10,1.1227211097520715e-07
SHROOM4,1.483062952051287,4.908370607584717,1.6167062378326258,3.0360312174986923,0.0023971454404941067,0.0477712470614318
KLF7,5.585040089357328,4.809683265417923,1.554795171907671,3.093451376953168,0.0019784296998090903,0.041596583654083405
RAPGEF2,5.223845918959223,4.7794912299530825,0.6352131106298526,7.524232655106764,5.303084227910287e-14,5.168518465627064e-11
HPCAL1,11.086262626508855,4.759473612026858,1.3596133090998417,3.5006082833787207,0.00046419761072879725,0.014028483607955165
RGCC,685.1362373461773,4.726406927392182,1.3597747897066785,3.475874801599852,0.0005091899346652886,0.015038461820398695
RAI14,3.0173878104598937,4.693310158753831,1.045205966583699,4.490320863833297,7.111596294233346e-06,0.0005436187873150726
GALNT18,2.8462689097090412,4.680447261585261,1.2385052495968103,3.7791097479069697,0.00015739004956441462,0.00618033300288541
APP,83.32500186396942,4.668642734329726,1.363231283132694,3.4246886732244173,0.0006155043006907729,0.017351076360123122
NQO1,11.650995425833862,4.6317345535694345,0.9084734691288066,5.098370740546889,3.4258934557799697e-07,3.659135791057044e-05
CPNE8,2.6560793957366937,4.594610217771997,1.184134511239936,3.8801421410823247,0.00010439543829828554,0.004497078632109019
CD320,35.37429172276519,4.581036372619376,1.0625608012643117,4.311316930916827,1.6228510339206707e-05,0.0009963283079905093
VAMP5,123.54352895887098,4.558571358949495,1.2600249152499665,3.617842237703018,0.00029706937476034104,0.010114628449809515
SYNPO,5.014907787397665,4.546087991765579,1.4741899964669638,3.083787030613903,0.002043838469630847,0.042239158683453515
SH2D3C,3.0049322688989335,4.5238633333303415,1.3265597226808157,3.4102221377475295,0.0006490998771230584,0.017890397514120412
TCF4,103.54973842026845,4.512475357979344,1.2619636273996682,3.575757066213944,0.00034921583008714946,0.011251387715659108
ADGRG6,1.1913328673111174,4.492072428699708,1.3513880936278089,3.324043218880754,0.0008872244512089624,0.02246002937037753
EPHB4,1.4119825655887446,4.479408960477549,1.2046652813453165,3.7183847080536303,0.00020050076363117793,0.007588856572972302
MEIS2,8.720179358442481,4.472036900865329,1.3661029120029975,3.2735724824042514,0.0010619715019557655,0.02595671410893136
RBMS2,2.2351967570708875,4.454532687470892,1.0190270347736903,4.371358693599501,1.234757508536315e-05,0.000815881719835394
NCOA7,18.16728653832903,4.447316872313097,0.835860747535845,5.320643283494275,1.034009735231133e-07,1.4396739117137757e-05
ARAP3,1.034925234748005,4.419130884421166,1.2985888071517537,3.403025545949238,0.0006664404908450786,0.01804248787194124
NDRG1,37.69475910526096,4.393931635522867,0.8453095485388201,5.198014908406159,2.0142797739586095e-07,2.3795968784174666e-05
RDX,36.70646188333101,4.384482958015139,0.7138306470967961,6.142189293563071,8.139177881454086e-10,1.9230657558090157e-07
GBP4,4.730212821131632,4.345288205570163,1.2483704602808192,3.4807682044901123,0.0004999779740227085,0.01487911550937045
TTC28,2.3496586673605413,4.342217732838801,0.8329874640983381,5.21282482628836,1.8598650705287338e-07,2.273455841519335e-05
CTTNBP2NL,2.7241574884895856,4.337452427091855,0.9456751186633299,4.5866200151513485,4.504794916014302e-06,0.00036972511537014226
SOS1,3.5989967755893475,4.330855521437463,0.6104042848876637,7.095060812416308,1.2929461880772522e-12,7.200786734598812e-10
RFLNB,3.116194538652399,4.323659050307297,1.3685046231132967,3.1594040511687385,0.0015809214630665923,0.035018308657756306
PIEZO1,1.6117570949957318,4.302357150267565,0.9300243693301495,4.626069264578884,3.726707140519854e-06,0.00031583843015905766
SSH1,2.9112560158481893,4.297869499800055,0.8165313138610709,5.263569720892931,1.4128489325829975e-07,1.867115784296548e-05
SCARB1,1.579683614367139,4.285693386084848,0.9135355840756626,4.691326162648844,2.714398469314717e-06,0.0002325732402774379
GNAI2,27.061724976473375,4.267818504446399,0.8047795178919852,5.303090361476137,1.1385852585506552e-07,1.5574647826174487e-05
LNX1,1.3620110597936168,4.2578179930537505,1.1190086890317716,3.8049910021144258,0.00014180934567293465,0.005788939624145924
CFAP20,56.3380874461761,4.253407868180554,0.8360702785541608,5.087380782792672,3.630424537625549e-07,3.825191908090055e-05
ST6GALNAC3,1.2359070565432881,4.2414386927245,1.257582558299164,3.372692046922864,0.0007443715544834244,0.019529266010732786
AFAP1L1,1.134950248168973,4.240435959018966,1.4030297872583966,3.022342075363225,0.002508269237410218,0.04913812875398861
MX1,8.095672049386492,4.235246742102359,0.9934999596861364,4.262956128795763,2.0174013780296193e-05,0.0012007388201906062
BMPR2,13.725745105895834,4.230991831301264,0.9271425341112868,4.5634750598050005,5.03137892618378e-06,0.00040442949987066937
FSCN1,14.756782319912912,4.211000604410027,1.3129487195900238,3.2072849012145257,0.001339942229588155,0.031001571406821495
ACVRL1,7.92652189782211,4.174891684560456,0.9397755029644442,4.442435104331944,8.894646478674243e-06,0.0006421440610576211
RIPOR1,3.1189387058080387,4.171776000608904,0.6909963963831554,6.037333946233299,1.5668125841307047e-09,3.4904107767048867e-07
PRCP,37.22623407411228,4.158795393937051,0.7908753053788606,5.2584716777126115,1.4525755157700173e-07,1.8876218827431375e-05
PLEKHG1,2.1757257603625084,4.124969814529691,1.0582428504137573,3.8979425307876054,9.701343096003471e-05,0.00428599886674898
KBTBD2,5.491736022598114,4.107108301325547,0.602649850239055,6.815082256631056,9.420984517271031e-12,3.502706697340249e-09
LAMA5,2.672018155127783,4.0857087597263675,1.1310389673856653,3.6123501289882696,0.00030343448257103207,0.010197752847441108
LDLR,19.162094988592777,4.082866709405485,1.233229216563551,3.3107119540863437,0.0009305894657720146,0.02328714852366714
ITPKC,5.019073536377927,4.08057429919109,1.1020158470426278,3.7028272416787185,0.00021321007642603832,0.007954062037769476
CMIP,7.216650084724715,4.0665803720771665,1.0607496311097087,3.833685398337487,0.00012623757487897325,0.005320402007196511
FABP5,590.8740542201015,4.036975988083694,1.156808434738163,3.489753244233078,0.0004834667365624017,0.014442874118686002
SWAP70,17.121689919432797,4.035834573085627,0.9039367345405325,4.4647312349099595,8.016932383613943e-06,0.0005953144932860754
PKP4,2.073650137713596,3.995036610355704,0.7723392854390598,5.172644569134669,2.3080379664631055e-07,2.6464370624283582e-05
TAOK2,2.3356018796313283,3.9877844501605435,0.898646013385266,4.43754758910938,9.098960941555666e-06,0.0006508678757918305
TNFSF10,37.77750796821992,3.963164449373312,0.5002643107976192,7.922141083889155,2.3345519962629045e-15,4.5506254787154665e-12
MAPK3,4.215264514609084,3.943764608436701,0.6713852245220969,5.8740711954808615,4.252206104000908e-09,8.960662430512184e-07
PARP14,5.308397966115548,3.9420855395422327,0.9001445861591261,4.379391489052801,1.1901116347070951e-05,0.0007955670453562701
TSPAN14,5.9337512846323595,3.939308284187382,0.7270944632001196,5.417876883355057,6.031092158680389e-08,9.404885112246198e-06
KIAA0355,11.858435702553523,3.9385062608014456,0.6867880323960883,5.734675147236707,9.769941847254016e-09,1.953236835462553e-06
MAP3K11,4.287589017738617,3.9288869571311524,0.9382080321664441,4.187650097237861,2.8185761260113393e-05,0.0015697455753221723
FUT11,1.0115723942227801,3.9276594135342955,0.9050845991967109,4.339549492964755,1.4277510951256336e-05,0.0009061561283110267
HOXB5,1.588156608893199,3.8973468644214573,1.236956028638775,3.1507561903476433,0.0016284836727251963,0.03586804292722699
TMEM184B,1.1066202370956435,3.8936681258991834,0.9432345449306689,4.127995679150388,3.659389893680619e-05,0.001914916979934751
GNAQ,15.063956556803396,3.8927662172594313,0.7049018103867949,5.5224233501732485,3.3435567563992474e-08,5.6673287020967245e-06
SELENON,2.574741480260292,3.8815593193233178,0.7886490219862172,4.921782961890433,8.575929225795437e-07,8.255125947349016e-05
SH3BGRL2,3.498895589595597,3.8681772018900897,1.053753526287228,3.6708557602830902,0.00024173973929009148,0.008726133089096496
RALGDS,5.688239998036329,3.848619059425283,0.8408150523701823,4.577248050657955,4.711326916881209e-06,0.00038264808303044566
LPCAT4,1.3699424920535141,3.8348216425687354,0.924672173111959,4.147222933791494,3.3653234332911044e-05,0.0017972210143404616
TMEM94,1.4033266052344906,3.833396241303274,1.0115688602549322,3.789555404401431,0.00015091714970018528,0.006034364185704332
TNFAIP1,3.300437917611659,3.812842677311714,0.620278924997005,6.146980855959478,7.897165616792699e-10,1.9230657558090157e-07
MAPK11,0.7896104468153011,3.788447150273156,1.0431091542533364,3.6318798802843872,0.0002813640906059757,0.009750203619799079
NOL4L,1.2249692431984138,3.777965682337622,0.7651049460397684,4.937839837387814,7.899267461610748e-07,7.796277012427723e-05
PREX1,1.8282179903305753,3.756412597727438,1.0356839292275222,3.626987434795097,0.0002867472422383398,0.009892779857222722
BCR,1.7054804027364916,3.7285636612876965,1.053145923871831,3.540405538085211,0.0003995126229267886,0.012560483552258752
EXOC6,1.2766051085958205,3.6742103412577105,0.9135712740338316,4.021810279820211,5.7752567292040524e-05,0.0028320551394719496
TSPAN9,2.3212022926966958,3.6595747951023685,0.9665294186781006,3.786304611511445,0.00015290422103568909,0.006082623527628917
RPGR,1.585497264668883,3.6594114704481138,0.8124145392162925,4.504364820917925,6.657175748743466e-06,0.000519059993129528
GFOD2,2.5025553494218724,3.656381888816771,0.5825208778397342,6.276825480275287,3.455555759461121e-10,9.978877132043837e-08
TJP1,6.2536598925875895,3.6257366558008726,0.8694261551470627,4.170264069393659,3.0424688867517247e-05,0.0016824205609931346
JUP,1.9750880958180574,3.620255157544455,0.9446771343122758,3.832267158853165,0.00012696774903772076,0.005322406124984455
MYO1C,7.830730245684904,3.6148100906671896,0.8895373084154155,4.063696998956076,4.830151973516435e-05,0.00244549967126673
NDST1,1.1589793010069704,3.6035095929705596,0.7410084006677321,4.862980756659967,1.156310925119947e-06,0.00010862356967662924
PTPN12,8.130177892464896,3.5961925139622077,0.7943190901524037,4.527390262359447,5.971659412950465e-06,0.0004703134186138866
HYAL1,0.9627666569864439,3.586247679826656,1.1653707575420575,3.0773448334936706,0.0020885354088829907,0.04262908529597036
MAGI1,2.4099782392218505,3.5767607781408683,1.0245842392695708,3.490938705723945,0.0004813266651234858,0.01443424618449161
TANC1,1.7919944872307536,3.572448036490965,1.0794723620350337,3.309439094629662,0.0009348310232022335,0.02328714852366714
ATP8B1,1.1212266059322116,3.5648880744328233,0.9033743146672617,3.9461915360587514,7.940410287304869e-05,0.0036852011315545276
DNASE1L1,1.0563327402431137,3.560152110163606,0.9134962366324239,3.897281638825354,9.727846667314834e-05,0.00428599886674898
PTPRN2,1.6100861562313284,3.5466970264715374,1.1198685375878579,3.167065514771001,0.0015398562304021778,0.034500744334614315
NUAK1,8.287230546265889,3.5441281498062054,1.1087224807676108,3.1965872536042297,0.001390637599842182,0.03162620607371929
FAM241A,12.728656632557383,3.54069933166913,1.0254177272084548,3.452933607173098,0.0005545254671335977,0.01583749108879363
EMP2,30.256311877440176,3.5373191991099437,1.1460126864542755,3.086631798164722,0.0020243818064146074,0.04197900251227312
ASAP1,6.822188238685291,3.536609899839964,0.509926824948438,6.935524327824044,4.047172389090832e-12,1.9722376948588263e-09
CTNNAL1,21.211440190872032,3.509901147386198,0.8449217376161615,4.154113915081572,3.2655047340639795e-05,0.0017559407180342654
CDK2,1.2356573298392672,3.4985413194566313,1.090077664434973,3.209442256823098,0.0013299275646015429,0.030920164258530083
NEDD9,45.088625704315184,3.4588787833503547,0.8313600886572872,4.160506176014199,3.175430292497927e-05,0.001725517989522982
RASA4,1.1992279972694107,3.4463556979703904,0.8663027763599735,3.978234621908139,6.942884459261274e-05,0.0033008335444426923
PPP1R9B,1.441168389799115,3.437076227610239,0.9302138282442268,3.694931340783979,0.00021994621342259874,0.008127585905478685
ITGA5,10.893862544076445,3.4156783615431268,1.082272992860655,3.1560229111093627,0.0015993629699585924,0.03532643931095509
TMOD3,8.644225173934625,3.3848440320722624,0.7672592883882577,4.411603851916385,1.0260771862268433e-05,0.0007206572169411898
MYH9,45.87245635414921,3.383961293426353,0.8192948128715043,4.130334087635782,3.622364388085996e-05,0.001914916979934751
SNRK,6.636699091976725,3.377839754515867,0.778824965748712,4.337097426337162,1.443766395635201e-05,0.0009061561283110267
ABCD4,3.314962656273265,3.3757721059055728,0.47168060566341524,7.156902500066914,8.252034342328507e-13,5.361759313927947e-10
HES1,244.99274943715605,3.3691872077918705,1.0661170974590322,3.16024123036948,0.0015763856357525782,0.035018308657756306
SH3BP5,35.3941046439218,3.3616579275766196,0.3832615724656003,8.77118440534068,1.7679662585397795e-18,4.594944305944886e-15
PTPN14,0.9476993248065593,3.352087554864566,0.9652745582994593,3.472677826265302,0.0005152935168544583,0.015047728655109407
VGLL4,10.36292846472102,3.3324117692153554,1.0721211584433967,3.108241771903517,0.0018820403523617407,0.04009363012941118
SAV1,11.916992731144536,3.3249350390113945,1.0942712031076955,3.0384926785687902,0.0023776488220617164,0.04753468683491078
SNHG7,19.749447781673776,3.286196557380454,0.48220873730207797,6.814883893988482,9.433992643855999e-12,3.502706697340249e-09
BTBD3,1.8304046134558676,3.281404734518254,0.7968925356566072,4.1177506221896145,3.825883666791975e-05,0.0019886943299984687
YPEL2,10.140463705222356,3.260710130680629,0.9016245304101038,3.6164833816106303,0.0002986324804947593,0.01012364108877234
MGST2,45.9567017517848,3.250351335258988,0.839579203191425,3.871405250277387,0.00010820971874538512,0.004635775698119603
DGKZ,2.8173907742489783,3.2484015683739544,0.6822154330421428,4.76154805511896,1.921135379240078e-06,0.0001702169608174419
NTHL1,2.2972108925434642,3.2372676910563336,0.6046698855747146,5.353776942239218,8.61370347367208e-08,1.2437230737818742e-05
PKN1,2.1107036444558935,3.2177529917442316,0.672839795713792,4.782346425170394,1.7326074878409965e-06,0.00015527747796202586
UBTD1,0.852486914677284,3.210291312220435,0.9520604315012509,3.3719406940989094,0.0007464051906115646,0.019529266010732786
MTUS1,19.046935478455875,3.2007735125140133,0.8751235348148779,3.6575104944367642,0.00025467683528514147,0.009067193080905242
FLNB,2.7647077275795606,3.190342955788648,0.8039003008705008,3.9685803728820543,7.230207196118977e-05,0.0034166015459478585
NCOA3,5.197377199142706,3.186318878113263,0.749747129585784,4.249858055306756,2.1390602451255976e-05,0.001254028917107243
PHACTR4,3.7078484050476193,3.178800193607276,0.8716194905744855,3.64700448760287,0.00026531529229048556,0.009318303306256378
PPM1D,1.444368087079421,3.172659339262081,0.7317464265079316,4.335736020471965,1.4527320256365056e-05,0.0009061561283110267
FAM129B,1.31490760006109,3.132147106928557,0.7667337940374054,4.085051593246657,4.406702388509155e-05,0.0022456900995559397
CRK,8.625753895801882,3.1214232934458805,0.6372393488647494,4.8983530270168325,9.664328588936805e-07,9.189362196090277e-05
RGL2,4.4510580692946515,3.0983861749935633,0.5552529257171668,5.580134802516666,2.4033225091511917e-08,4.461596572345677e-06
IFIH1,1.3504730559585343,3.0943963033388755,0.8783796610837787,3.5228460316588954,0.0004269393079944402,0.013224529815880657
LUZP1,13.821208379461291,3.0861383620379987,0.7207993417039462,4.281549917543581,1.855960780339825e-05,0.0011131481695622778
IFIT1,6.638039212577209,3.059678465607666,0.95161431910936,3.2152505528408786,0.0013033071188664077,0.03051617299039454
STOM,93.52778376373664,3.0025401964728884,0.9186731702080484,3.268344275029731,0.0010817868952817849,0.026358413820350236
FCHO2,1.0629281635980194,2.997289789604443,0.8348053525975627,3.5904055721230574,0.0003301638270426828,0.010771076817789948
TEAD2,1.6489828438170568,2.979543833678379,0.7386133208353307,4.033969804807581,5.484236839677354e-05,0.002724740472794528
NEBL,0.9591777419307537,2.962037006637645,0.7120811791052597,4.159690065617922,3.186797364259451e-05,0.001725517989522982
FKBP1A,341.1017048503173,2.9297236378504854,0.5676410220659207,5.161226063591743,2.45337696676895e-07,2.7723159724489137e-05
DHRS3,7.279165966070662,2.9224569157441844,0.900633001385317,3.244892105051647,0.001174951330136471,0.02801558263325402
PHACTR2,9.488657739158374,2.91158821092693,0.892987944403922,3.260501140214657,0.0011121552004999661,0.026846669034979058
CDC37,62.331282569498455,2.876369505647937,0.3729509312658996,7.712460982158525,1.2341441538787355e-14,1.704624491971728e-11
ADD1,7.862952893737782,2.823474714136661,0.6643698774286836,4.249853598216071,2.139102808455346e-05,0.001254028917107243
CCDC85B,53.65219716704753,2.8231246551080953,0.6446803051932695,4.379107958419402,1.191660906476684e-05,0.0007955670453562701
BCAR1,4.318658745834086,2.7991473882589397,0.9067703511108688,3.086941897504426,0.0020222712009500604,0.04197900251227312
FUT8,0.8457714809505553,2.788923917110685,0.767055634166158,3.6358821875318554,0.0002770309291897369,0.00964290247719812
PXN,4.464955534127207,2.777162057556908,0.5193515039083446,5.347365005506989,8.924392722900896e-08,1.2651543647356053e-05
